Number	text_title	text_author	text_year	Left_Context	Keyword	Right_Context	tagA
   545399	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	zufolge des in den	Proklamationen	vom 28. und	Proklamation
   545408	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	rlangens der	Nation	fuͤr schicklich	Nation
   545510	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	des von der N.	K.	hieher bestimmte	Konvention
   545556	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	nen Feind der	Nation	zu betrachten	Nation
   545943	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	en zur	Desertion	aufzumuntern	Desertion
   546035	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	fraͤnkischen	Nation	besorgen . -	Nation
   546093	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	, oder die N.	K.	selbst ersehen	Konvention
   546165	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	Zufuhren von	Kriegsmunition	, Fruͤchten u.	Kriegsmunition
   546412	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	n mit den in	Kommission	gesetzten 12	Kommission
   546474	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	fiziere ihre	Kommissionen	erhielten . -	Kommission
   546488	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	card@ wurden in	Kommission	gesezt . Das	Kommission
   546698	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	rin er nach der	Konvention	, um vor den	Konvention
   546875	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	b ; bei dieser	Operation	uͤberlief Lud	Operation
   547035	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	 Es lebe die	Nation	! es lebe die	Nation
   547180	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	tzung der N.	K.	vom 20. Jaͤne	Konvention
   547194	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	lied der N.	K.	Tags zuvor vo	Konvention
   547222	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	abe . Die N.	K.	beschließt	Konvention
   547247	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	er die ganze N.	K.	dahin folgen	Konvention
   547289	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	 die N.	K.	, daß , wer	Konvention
   547431	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	 der alten	Konstitution	zu verjagen	Konstitution
   547481	 Die neue Mainzer Zeitung oder der Volksfreund	NA	1793	n der N.	K.	abgesetzt worde	Konvention
   547897	 Hanauer Neue Europäische Zeitung	NA	1797	ht dieser	Missionen	noch nicht ge	Mission
   553578	Freyburgerzeitung	NA	1784	s die kleine	Pastetengebaͤckadministrazion	, andere , die	Pastetengebäckadministrazion
   554131	Freyburgerzeitung	NA	1784	, daß unsre	Nazion	von Ministern	Nation
   554779	 Freyburgerzeitung	NA	1784	 der alten	Koalizion	, und einigen	Koalizion
   554786	 Freyburgerzeitung	NA	1784	ern der neuen	Administrazion	eine neue Koaliz	Administrazion
   554789	 Freyburgerzeitung	NA	1784	trazion eine neue	Koalizion	zu Stande gebra	Koalizion
   555372	Neueste Weltkunde	NA	1798	 Jahre 24	Millionen	von den Genuesern	Million
   556867	Neueste Weltkunde	NA	1798	Anlehen von 50	Millionen	bewilligt ,	Million
   556908	Neueste Weltkunde	NA	1798	, daß es die	Nation	beschimpfen	Nation
   556924	Neueste Weltkunde	NA	1798	e kan es die	Nation	beschimpfen	Nation
   558119	EXTRACT aus den ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEPROGNOSTICIS Des Königl. Schwed. ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEMathematici	Johann-Henrich Voigts: [...]	1672	turno seine	Exaltation	zugeschrieben	Exaltation
   558147	EXTRACT aus den ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEPROGNOSTICIS Des Königl. Schwed. ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEMathematici	Johann-Henrich Voigts: [...]	1672	Dominium und	Exaltation-	hingegen des	Exaltation
   558160	EXTRACT aus den ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEPROGNOSTICIS Des Königl. Schwed. ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEMathematici	Johann-Henrich Voigts: [...]	1672	it einfallende	Conjunction	Saturni und	Konjunktion
   558261	EXTRACT aus den ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEPROGNOSTICIS Des Königl. Schwed. ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEMathematici	Johann-Henrich Voigts: [...]	1672	dieselben in	Conjunctione	und gleichsam	Konjunktion
   558821	EXTRACT aus den ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEPROGNOSTICIS Des Königl. Schwed. ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEMathematici	Johann-Henrich Voigts: [...]	1672	rlassene 	delineation	behaͤlt man	Delineation
   559441	EXTRACT aus den ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEPROGNOSTICIS Des Königl. Schwed. ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEMathematici	Johann-Henrich Voigts: [...]	1672	noch zu frembden	Nationen	 und laͤsset	Nation
   559638	EXTRACT aus den ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEPROGNOSTICIS Des Königl. Schwed. ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEMathematici	Johann-Henrich Voigts: [...]	1672	ey der andern	Edition	, that der Autho	Edition
   561175	Wolgemeintes ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSECONSILIUM MEDICUM, [...]	Johannes Mauricius Reinesius	1680	o bald man der	infection	versichert is	Infektion
   562804	Kurtzer und nohtwendiger Bericht Wie man sich bey denen zu dieser Zeit grasirenden Durchfällen und Rohten-Ruhr Zuverhalten/ [...]	Unknown	1684	eibs und derer	Fermentation	oder sonderbahres	Fermentation
   562881	Kurtzer und nohtwendiger Bericht Wie man sich bey denen zu dieser Zeit grasirenden Durchfällen und Rohten-Ruhr Zuverhalten/ [...]	Unknown	1684	rweckter	Purgation	und abgefuͤhrten	Purgation
   563063	Kurtzer und nohtwendiger Bericht Wie man sich bey denen zu dieser Zeit grasirenden Durchfällen und Rohten-Ruhr Zuverhalten/ [...]	Unknown	1684	Person ist nach	Proportion	allemahl weniger	Proportion
   563150	Kurtzer und nohtwendiger Bericht Wie man sich bey denen zu dieser Zeit grasirenden Durchfällen und Rohten-Ruhr Zuverhalten/ [...]	Unknown	1684	hmen . Zur	Præservation	dienet auch	Praeservation
   564162	Kurtzer und nohtwendiger Bericht Wie man sich bey denen zu dieser Zeit grasirenden Durchfällen und Rohten-Ruhr Zuverhalten/ [...]	Unknown	1684	s nach jedes	Complexion	, Alter und	Komplexion
   566000	ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEIVDICIoLVM AsterlAMPERSAND#230;. Oder Der Mittägliche Strauß-Stern/ [...]	M. Johannes Praetorius	1664	othe sampt allen	observationen	, welche sich	Observation
   568540	Vorstellung Der Kunst/ und Handwercke/ [...]	Erhardus Weigelius	1672	a sind die zur	Defension	und sichern	Defension
   575530	Verwerffung Des Cometen-Gespötts/ [...]	Theophilus Anti-Scepticus	1681	s  wann die	Execution	entweder mit	Exekution
   575660	Verwerffung Des Cometen-Gespötts/ [...]	Theophilus Anti-Scepticus	1681	Ist des einen	Corruption	 des andern G	Korruption
   575664	Verwerffung Des Cometen-Gespötts/ [...]	Theophilus Anti-Scepticus	1681	on  des andern	Generation	 eines Fall	Generation
   575812	Verwerffung Des Cometen-Gespötts/ [...]	Theophilus Anti-Scepticus	1681	r bedroheten	Nation	 mitten in	Nation
   575882	Verwerffung Des Cometen-Gespötts/ [...]	Theophilus Anti-Scepticus	1681	st aus der	Intention	oder Bedeutung	Intention
   577148	Die Vollkommene Pferd- und Reit-Kunst samt außführlichem Unterricht der Edlen Stüterey: [...]	Wolf Helmhardt von Hohberg	1689	mmenesten	Complexion	gehalten  wiew	Komplexion
   578600	Die Vollkommene Pferd- und Reit-Kunst samt außführlichem Unterricht der Edlen Stüterey: [...]	Wolf Helmhardt von Hohberg	1689	der die haͤrterer	Complexion	sind . Je aͤl	Komplexion
   578746	Die Vollkommene Pferd- und Reit-Kunst samt außführlichem Unterricht der Edlen Stüterey: [...]	Wolf Helmhardt von Hohberg	1689	e aber zur	Generation	nicht so taugli	Generation
   579212	Die Vollkommene Pferd- und Reit-Kunst samt außführlichem Unterricht der Edlen Stüterey: [...]	Wolf Helmhardt von Hohberg	1689	 bey andern	Nationen	gleich die Pfer	Nation
   584104	Drey Bücher Der Magnetischen Artzney-Kunst/ [...]	Guillelmus Maxvellus	1687	Mitteln  und der	Purgation	. MAn kan	Purgation
   584123	Drey Bücher Der Magnetischen Artzney-Kunst/ [...]	Guillelmus Maxvellus	1687	n werden  die	Purgation	vorhergehen	Purgation
   584188	Drey Bücher Der Magnetischen Artzney-Kunst/ [...]	Guillelmus Maxvellus	1687	kan von der	Purgation	anfangen  da	Purgation
   584245	Drey Bücher Der Magnetischen Artzney-Kunst/ [...]	Guillelmus Maxvellus	1687	ib durch die	Purgation	reinigen solle	Purgation
   584810	Drey Bücher Der Magnetischen Artzney-Kunst/ [...]	Guillelmus Maxvellus	1687	@ord@ Tag in der	Digestion	stehen  reinig	Digestion
   585057	Drey Bücher Der Magnetischen Artzney-Kunst/ [...]	Guillelmus Maxvellus	1687	sie auch keiner	Salivation	befahren  ob	Salivation
   585111	Drey Bücher Der Magnetischen Artzney-Kunst/ [...]	Guillelmus Maxvellus	1687	t  die einiger	Purgation	von noͤthen h	Purgation
   585395	Drey Bücher Der Magnetischen Artzney-Kunst/ [...]	Guillelmus Maxvellus	1687	Gewicht in dieser	Calcination	gefunden  so	Calcination
   585418	Drey Bücher Der Magnetischen Artzney-Kunst/ [...]	Guillelmus Maxvellus	1687	 so ist die	Calcination	vollkommen .	Calcination
   585491	Drey Bücher Der Magnetischen Artzney-Kunst/ [...]	Guillelmus Maxvellus	1687	 so wird die	Calcination	geschwinder vo	Calcination
   586053	Drey Bücher Der Magnetischen Artzney-Kunst/ [...]	Guillelmus Maxvellus	1687	t durch die	Colliquation	, sondern durc	Colliquation
   586251	Drey Bücher Der Magnetischen Artzney-Kunst/ [...]	Guillelmus Maxvellus	1687	ell alles in die	Digestion	, bis es sich	Digestion
   586414	Drey Bücher Der Magnetischen Artzney-Kunst/ [...]	Guillelmus Maxvellus	1687	h wiederholter	Digestion	und vorhergegangener	Digestion
   591006	Vmständliche Beschreibung Deß grossen Cometen/ [...]	Johann Matthias Schneuber	1665	ehen seine 79.	Exercitation	sect. 2. Die	Exercitation
   591578	Kurtz verfaster Bericht Wie mann sowohl bey jetzt hin vnd wider grassirenden Kranckheit/ als zu anderen Läuffen vnd Grassierungen der ansteckenden hitzigen Fieberen/ [...]	Unknown	1693	ann von solcher	stagnation	nimmet dise	Stagnation
   591740	Kurtz verfaster Bericht Wie mann sowohl bey jetzt hin vnd wider grassirenden Kranckheit/ als zu anderen Läuffen vnd Grassierungen der ansteckenden hitzigen Fieberen/ [...]	Unknown	1693	bung oder	corruption	deß Gebluͤts	Korruption
   591773	Kurtz verfaster Bericht Wie mann sowohl bey jetzt hin vnd wider grassirenden Kranckheit/ als zu anderen Läuffen vnd Grassierungen der ansteckenden hitzigen Fieberen/ [...]	Unknown	1693	dem Armb seine	communication	mit dem fleissende	Kommunikation
   591804	Kurtz verfaster Bericht Wie mann sowohl bey jetzt hin vnd wider grassirenden Kranckheit/ als zu anderen Läuffen vnd Grassierungen der ansteckenden hitzigen Fieberen/ [...]	Unknown	1693	aͤssers die	communication	abgeschnitten	Kommunikation
   591868	Kurtz verfaster Bericht Wie mann sowohl bey jetzt hin vnd wider grassirenden Kranckheit/ als zu anderen Läuffen vnd Grassierungen der ansteckenden hitzigen Fieberen/ [...]	Unknown	1693	Faulung oder	corruption	erfolgen  wa	Korruption
   592090	Kurtz verfaster Bericht Wie mann sowohl bey jetzt hin vnd wider grassirenden Kranckheit/ als zu anderen Läuffen vnd Grassierungen der ansteckenden hitzigen Fieberen/ [...]	Unknown	1693	nd sonderbahren	Situation	deß Orths : w	Situation
   592534	Kurtz verfaster Bericht Wie mann sowohl bey jetzt hin vnd wider grassirenden Kranckheit/ als zu anderen Läuffen vnd Grassierungen der ansteckenden hitzigen Fieberen/ [...]	Unknown	1693	er ohne weitere	Contagion	hervor kommen	Contagion
   592687	Kurtz verfaster Bericht Wie mann sowohl bey jetzt hin vnd wider grassirenden Kranckheit/ als zu anderen Läuffen vnd Grassierungen der ansteckenden hitzigen Fieberen/ [...]	Unknown	1693	ng oder	stagnation	die Leiber aber	Stagnation
   593103	Kurtz verfaster Bericht Wie mann sowohl bey jetzt hin vnd wider grassirenden Kranckheit/ als zu anderen Läuffen vnd Grassierungen der ansteckenden hitzigen Fieberen/ [...]	Unknown	1693	uͤrlichen	stagnation	oder umgenugsamer	Stagnation
   593223	Kurtz verfaster Bericht Wie mann sowohl bey jetzt hin vnd wider grassirenden Kranckheit/ als zu anderen Läuffen vnd Grassierungen der ansteckenden hitzigen Fieberen/ [...]	Unknown	1693	t vorgesetzte	intention	sich so wei	Intention
   593427	Kurtz verfaster Bericht Wie mann sowohl bey jetzt hin vnd wider grassirenden Kranckheit/ als zu anderen Läuffen vnd Grassierungen der ansteckenden hitzigen Fieberen/ [...]	Unknown	1693	zugenommener	corruption	oder Vergifftung	Korruption
   595575	Anmerckungen über das Barometer, Insonderheit Die Torricellianische Röhre [...]	Anon.	1734	denen gemachten	Observationen	besondere Regel	Observation
   595672	Anmerckungen über das Barometer, Insonderheit Die Torricellianische Röhre [...]	Anon.	1734	gleich zu andern	Observationen	dienlich sind	Observation
   600617	Beantwortung verschiedener Fragen über die Beschaffenheit, Bewegung und Würckung der Cometen.	Leonhard Euler	1744	kan aus den	Observationen	nicht bestimmet	Observation
   603868	Grosses vollständiges Universal-Lexicon Aller Wissenschaften und Künste, [...]	Johann Heinrich Zedler	1735	 diejenige	Observation	zu rechnen ,	Observation
   605913	ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSERariora NaturAMPERSAND#230; AMPERSAND#38; Artis item in Re Medica oder Seltenheiten der Natur und Kunst des Kundmannischen Naturalien-Cabinets, wie auch in der Artzeney-Wissenschafft.	Johann Christian Kundmann	1737	ollen Neuere die	fœcundation	eines ovuli ge	foecundation
   606020	ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSERariora NaturAMPERSAND#230; AMPERSAND#38; Artis item in Re Medica oder Seltenheiten der Natur und Kunst des Kundmannischen Naturalien-Cabinets, wie auch in der Artzeney-Wissenschafft.	Johann Christian Kundmann	1737	s , wollen die	Generation	aus der Heil.	Generation
   606114	ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSERariora NaturAMPERSAND#230; AMPERSAND#38; Artis item in Re Medica oder Seltenheiten der Natur und Kunst des Kundmannischen Naturalien-Cabinets, wie auch in der Artzeney-Wissenschafft.	Johann Christian Kundmann	1737	erum zu der	Conception	der Huren-Kinder	Konzeption
   606644	ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSERariora NaturAMPERSAND#230; AMPERSAND#38; Artis item in Re Medica oder Seltenheiten der Natur und Kunst des Kundmannischen Naturalien-Cabinets, wie auch in der Artzeney-Wissenschafft.	Johann Christian Kundmann	1737	hero bey der	Execution	die rechte Hand	Exekution
   607886	ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSERariora NaturAMPERSAND#230; AMPERSAND#38; Artis item in Re Medica oder Seltenheiten der Natur und Kunst des Kundmannischen Naturalien-Cabinets, wie auch in der Artzeney-Wissenschafft.	Johann Christian Kundmann	1737	es zeigt die	Relation	daselbst eine	Relation
   608008	ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSERariora NaturAMPERSAND#230; AMPERSAND#38; Artis item in Re Medica oder Seltenheiten der Natur und Kunst des Kundmannischen Naturalien-Cabinets, wie auch in der Artzeney-Wissenschafft.	Johann Christian Kundmann	1737	auch nach der	Relation	uͤberhaupt d	Relation
   608307	Wieder Neu aufgerichtete und vergrösserte in Zwey Theilen angewiesene CURIEUSE Kunst- und Werck-Schul	Johann Kunckel	1705	rennen seine	Intention	erreichen 	Intention
   610672	Warhafte/ ausführliche und vollständige Beschreibung desjenigen merckwürdigen so genandten Nord-Scheines; [...] Zweyte verbesserte Auflage	Johann Leonhard Rost	1722	eines Bruders	Observation	bekraͤftiget	Observation
   611287	Warhafte/ ausführliche und vollständige Beschreibung desjenigen merckwürdigen so genandten Nord-Scheines; [...] Zweyte verbesserte Auflage	Johann Leonhard Rost	1722	eines Bruders	Observation	 richtete sic	Observation
   611500	Warhafte/ ausführliche und vollständige Beschreibung desjenigen merckwürdigen so genandten Nord-Scheines; [...] Zweyte verbesserte Auflage	Johann Leonhard Rost	1722	eines Bruders	Observation	, kam um 11	Observation
   612924	Warhafte/ ausführliche und vollständige Beschreibung desjenigen merckwürdigen so genandten Nord-Scheines; [...] Zweyte verbesserte Auflage	Johann Leonhard Rost	1722	eines Bruders	Observation	, der  wie ge	Observation
   613660	Neuer ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSECURSUS MATHEMATICUS Zum Gebrauch Der Officiers von der Artillerie, Und Der Ingenieurs	Bernard Forest de BAMPERSAND#233;lidor	1745	r würde nach	Proportion	der kleineren zu	Proportion
   613901	Neuer ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSECURSUS MATHEMATICUS Zum Gebrauch Der Officiers von der Artillerie, Und Der Ingenieurs	Bernard Forest de BAMPERSAND#233;lidor	1745	rößeren nach	Proportion	der kleineren we	Proportion
   613955	Neuer ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSECURSUS MATHEMATICUS Zum Gebrauch Der Officiers von der Artillerie, Und Der Ingenieurs	Bernard Forest de BAMPERSAND#233;lidor	1745	and haben nach	Proportion	derjenigen ,	Proportion
   614156	Neuer ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSECURSUS MATHEMATICUS Zum Gebrauch Der Officiers von der Artillerie, Und Der Ingenieurs	Bernard Forest de BAMPERSAND#233;lidor	1745	oß Minen nach	Proportion	der kleineren zu	Proportion
   614914	Neuer ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSECURSUS MATHEMATICUS Zum Gebrauch Der Officiers von der Artillerie, Und Der Ingenieurs	Bernard Forest de BAMPERSAND#233;lidor	1745	sie nach meiner	Intention	bezeigt , sei	Intention
   614972	Neuer ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSECURSUS MATHEMATICUS Zum Gebrauch Der Officiers von der Artillerie, Und Der Ingenieurs	Bernard Forest de BAMPERSAND#233;lidor	1745	roß Mine nach	Proportion	einer kleineren	Proportion
   615115	Neuer ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSECURSUS MATHEMATICUS Zum Gebrauch Der Officiers von der Artillerie, Und Der Ingenieurs	Bernard Forest de BAMPERSAND#233;lidor	1745	oß Minen nach	Proportion	der kleineren we	Proportion
   615578	Neuer ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSECURSUS MATHEMATICUS Zum Gebrauch Der Officiers von der Artillerie, Und Der Ingenieurs	Bernard Forest de BAMPERSAND#233;lidor	1745	oß Minen nach	Proportion	der kleineren zu	Proportion
   615771	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	ben nur von der	alteration	geredet  diewei	Alteration
   615907	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	tung und	disposition	 desto leichtli	Disposition
   615920	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	 ohne welche	præparation	 die ♎ on	Präparation
   616305	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	 so durch die	expression	im Leder geblie	Expression
   616823	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	ommenheit der ♎	calcination	erkennet wird	calcination
   616884	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	wann die ♎	calcination	nicht gaͤntzlich	calcination
   616948	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	ie Ursach der	resolution	und Aufloͤsung	Resolution
   616962	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	en  welche die	perfection	der ♎ calcinat	Perfektion
   617619	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	Kapitel . Von der	dissolution	deß ♎ irten	Dissolution
   617638	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	d es keine	fusion	mehr haben 	Fusion
   617767	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	re diese	operation	so lang  biß	Operation
   617794	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	re diese	operation	 biß alles i	Operation
   617927	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	ichen seiner	Perfection	ist ; Aber d	Perfektion
   618110	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	von solchem ⦵	Projection	darauff thut	Projektion
   618120	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	und dieweil die	Projection	nicht recht	Projektion
   618179	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	chtes ⦵ in der	Projection	gehen  und	Projektion
   618271	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	f den ☿	Projection	thun wil 	Projektion
   618307	Eröffnetes Grab Der Armuth/ Darinnen klärlich von der Veränderung der Metallen// und dem Wege darzu zu gelangen/ gehandelt wird. [...]	H. D'Atremont	1702	n  davon man	Projection	auff die ☿	Projektion
   618383	Das In der tieffesten Krufft vergrabene und nunmehro entdeckte Kleinod/ welches Ist der alleredelste Schatz der ATTRforeign rend=antiquaATTR_CLOSEPhilosophorum, nemlichen ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSELapis Philosophorum seu Medicina Universalis. [...]	Adolph Christoph Bentz	1714	dieses in der	Destillation	ein Oel  als	Destillation
   619038	Das In der tieffesten Krufft vergrabene und nunmehro entdeckte Kleinod/ welches Ist der alleredelste Schatz der ATTRforeign rend=antiquaATTR_CLOSEPhilosophorum, nemlichen ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSELapis Philosophorum seu Medicina Universalis. [...]	Adolph Christoph Bentz	1714	 wann von der	Solution	das Menstruum	Solution
   619209	Das In der tieffesten Krufft vergrabene und nunmehro entdeckte Kleinod/ welches Ist der alleredelste Schatz der ATTRforeign rend=antiquaATTR_CLOSEPhilosophorum, nemlichen ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSELapis Philosophorum seu Medicina Universalis. [...]	Adolph Christoph Bentz	1714	 so subtile	Præparation	 welche vermitt	Präparation
   619251	Das In der tieffesten Krufft vergrabene und nunmehro entdeckte Kleinod/ welches Ist der alleredelste Schatz der ATTRforeign rend=antiquaATTR_CLOSEPhilosophorum, nemlichen ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSELapis Philosophorum seu Medicina Universalis. [...]	Adolph Christoph Bentz	1714	nere  subtilere	Præparation	nimmermehr ma	Präparation
   619309	Das In der tieffesten Krufft vergrabene und nunmehro entdeckte Kleinod/ welches Ist der alleredelste Schatz der ATTRforeign rend=antiquaATTR_CLOSEPhilosophorum, nemlichen ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSELapis Philosophorum seu Medicina Universalis. [...]	Adolph Christoph Bentz	1714	Alchymischen	Tractation	erfolgen muͤss	Tractation
   620608	Das In der tieffesten Krufft vergrabene und nunmehro entdeckte Kleinod/ welches Ist der alleredelste Schatz der ATTRforeign rend=antiquaATTR_CLOSEPhilosophorum, nemlichen ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSELapis Philosophorum seu Medicina Universalis. [...]	Adolph Christoph Bentz	1714	 damit in die	Digestion	gesetzet ; welc	Digestion
   620776	Das In der tieffesten Krufft vergrabene und nunmehro entdeckte Kleinod/ welches Ist der alleredelste Schatz der ATTRforeign rend=antiquaATTR_CLOSEPhilosophorum, nemlichen ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSELapis Philosophorum seu Medicina Universalis. [...]	Adolph Christoph Bentz	1714	und lang in die	Digestion	gesetzet wird	Digestion
   621709	ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEMEDICVS SVI IPSIVS Oder Sein selbst Artzt, In welchem nach vernünftigen ATTRsicATTR_CLOSEHygeischenATTR/sicATTR_CLOSE Grund-Sätzen Anweisung gegeben wird, Wie ein ieder Seine Gesundheit erhalten, [...]	Nicolaus Börner	1744	chlichter	Constitution	auch zu auszehre	Konstitution
   622905	ATTRforeign xml:lang=lat rend=antiquaATTR_CLOSEMEDICVS SVI IPSIVS Oder Sein selbst Artzt, In welchem nach vernünftigen ATTRsicATTR_CLOSEHygeischenATTR/sicATTR_CLOSE Grund-Sätzen Anweisung gegeben wird, Wie ein ieder Seine Gesundheit erhalten, [...]	Nicolaus Börner	1744	us nachhero die	Corruption	der gesammten S	Korruption
   626416	Gründliche und Practische Unterweisung/ Wie man Fang-Schläussen und Roll-Brücken/ Nach der besten heutigen Art/ von Holtz und Stein/ starck/ beständig und bequem bauen solle	Leonard Christoph Sturm	1720	 zu keiner	Resolution	gediehen . Ic	Resolution
   626680	Gründliche und Practische Unterweisung/ Wie man Fang-Schläussen und Roll-Brücken/ Nach der besten heutigen Art/ von Holtz und Stein/ starck/ beständig und bequem bauen solle	Leonard Christoph Sturm	1720	eine wichtige	Reparation	gemachet worden	Reparation
   626865	Gründliche und Practische Unterweisung/ Wie man Fang-Schläussen und Roll-Brücken/ Nach der besten heutigen Art/ von Holtz und Stein/ starck/ beständig und bequem bauen solle	Leonard Christoph Sturm	1720	nn schon in	Proportion	gegen Bau-Material	Proportion
   627250	Gründliche und Practische Unterweisung/ Wie man Fang-Schläussen und Roll-Brücken/ Nach der besten heutigen Art/ von Holtz und Stein/ starck/ beständig und bequem bauen solle	Leonard Christoph Sturm	1720	ck-Mühle ( die an	Construction	mit einem gar	Konstruktion
   633292	Anfangsgründe der Chemie	Johann Christian Polykarp Erxleben	1775	womit man die	Destillation	verrichtet ,	Destillation
