Number	Left_Context	Keyword	Right_Context
 74460694:	  ſiehe p. 188 . Hier ſind die Chronicanten in dem Jahre wieder ſehr unterſchieden . Pag. 36 Albert Graff zu 	Bamberg	 ) ſonſt Adelbert . Die Genealogie ſtehet p. 195 . Hatto ) Dieſe betruͤgliche That des Ertzbiſchoffs koͤnnen die Moͤnchiſchen
 75866366:	  eine Rechenmuͤnze : Und gilt in Augſpurg 1½ Reichsgulden , 22½ Batzen , 30 Kaiſergroſchen und 90 Kreuzer ; in 	Bamberg	 und in ganz Bayern , wie in Augſpurg ; in Berlin , und der ganzen Mark Brandenburg , in Braunſchweig
 75965269:	  wir die großen Pferde- und Viehmaͤrkte , dergleichen zu Frankfurt an der Oder , Leipzig , Buttſtaͤdt in Thuͤringen , 	Bamberg	 in Franken , Frankfurt am Mayn ꝛc. gehalten werden , da aus Ungarn und Polen Roßtaͤuſcher und Viehhaͤndler mit ihrem
 76113524:	  reichſten Biſchofsthuͤmer in Deutſchland , mitten in Franken gelegen . Seine ( a ) Graͤnzen ſind gegen Morgen das Stift 	Bamberg	 und das Fuͤrſtenthum Schwarzenberg ; gegen Mittag die deutſchmeiſteriſchen und markgraͤflich anſpachiſchen Lande ; gegen Abend das Stift Fulda ,
 76259311:	  Troͤdelhandel ; 4 ) diejenigen , welche mit alten Schuhen handeln , und Altreißen genennet werden : Jn Nuͤrnberg , 	Bamberg	 , Wuͤrzburg und Erfurt ſind ſie zuͤnftig , und haben ihren ordentlichen angewieſenen Ort , wo ſie ihre alte geflickte
 76400871:	  Geleite , wird das Pfeifergericht mit Vorgang einiger Pfeifer aufgefuͤhret , und zwar von den Staͤdten Nuͤrnberg , Worms und 	Bamberg	 wegen ihrer zu Frankfurt habenden Zoll- und anderer Freyheiten . Außer dieſen Meſſen hat Frankfurt noch zwo große Viehmaͤrkte ,
 76428949:	  an der Oder , Breßlau , Dreßden , Braunſchweig , Duͤſſeldorf , Elberfeld , Coblenz , Hanau , Wuͤrzburg , 	Bamberg	 , Heilbrunn , Nuͤrnberg , Augſpurg , Memmingen , Wien und Prag , Handlung getrieben . c ) nach der
 77815396:	  heil. Stuhls zu Maͤyntz Ertz-Biſchoffen / des heil. Roͤm. Reichs durch Germanien Ertz-Cantzler und Chur-Fuͤrſten / Biſchoffen und Fuͤrſten zu 	Bamberg	 . ꝛc . Meinem gnaͤdigſten Churfuͤrſten und Herrn . A Son Alteſſe Eminentiſſime , Monſeigneur LOTHAIRE FRANCOIS , Archeveque &
 77815425:	  . A Son Alteſſe Eminentiſſime , Monſeigneur LOTHAIRE FRANCOIS , Archeveque & Electeur de Mayence , Eveque & Prince de 	Bamberg	 & c. &c . A Sua Altezza Eminentiſſima Monſignore LOTHA- RIO FRANCESCO , Elettore ed Arciveſcovo di Magonza , Veſcovo
 77816267:	  Herren / Decano , Seniori und ſaͤmtlichen Capitularibus des Uralten Hamburgiſchen Thum-Stiffts ꝛc . An den Dom-Probſt und Dechant zu 	Bamberg	 . Dem Hochwuͤrdigen / Reichs-Frey-Hochwohlgebohrnen Herrn / Herrn N. N. der beyden hohen Dom- Stiffter Bamberg und Wuͤrtzburg reſpectivè Dom-Probſten
 77816283:	  Dom-Probſt und Dechant zu Bamberg . Dem Hochwuͤrdigen / Reichs-Frey-Hochwohlgebohrnen Herrn / Herrn N. N. der beyden hohen Dom- Stiffter 	Bamberg	 und Wuͤrtzburg reſpectivè Dom-Probſten und Dom-Dechanten ꝛc . Meinem gnaͤdigen Herrn . A Son Excellence Reverendiſſime Monſeigneur N. N Prévot
 77816313:	  gnaͤdigen Herrn . A Son Excellence Reverendiſſime Monſeigneur N. N Prévot & Doyen du Chapitre des Egliſes Cathedrales Wirzbourg & 	Bamberg	 . A Sua Eccellenza Reverendiſſima Monſignore N. N. Prepoſito e Decano delli Capitoli delle Chieſe Cathedrali di Vurzborgo e Bamberga
 78326112:	  gezwungen , fortarbeiten , bis der Tod ihren Qualen und ihrer Noth ein Ende macht . “ Diod. Sic . 	Historische	 Bibliothek , Buch 3 , c. 13 . Die Vergleichung des Heisshungers nach Mehrarbeit in den Donaufürstenthümern mit demselben Heisshunger
 78374774:	  viele Regeln haben , sind sie eifrig darauf bedacht , noch neue Vortheile aufzufinden . “ ( Diodorus Siculus : 	Historische	 Bibliothek l. I , c. 74 . ) „ Historical and descriptive Account of Brit . India etc . by
 80118224:	  einem Handelskammer-Secretär , dem Redacteur einer Gewerbe-Zeitung , oder aber dem historischen Vereine irgend einer preussischen Provinzstadt herrühren würden . 	Historische	 und statistische Arbeiten von solcher Provenienz werden von den Theoretikern von vornherein mit jener Vorsicht benützt , welche den Bürgschaften
 84903554:	  mit dem Knaben Abſolom ; ſondern wahrlich ! ſo derb und deutſch , wie Friedrich Eckardt mit Tobias Goͤbhardt von 	Bamberg	 . Am Tage Jakobi . Korreſpondenz . Bald wird mirs zu toll ! — Da kommt mir ein Brief zu
 84978054:	  loͤſen wolle , ſo ſey das eben ſo viel , als wenn ein Richter , ieden ihm vorkommenden Rechtsfall im 	Korpus	 juris aufſuchen und darnach decidiren wolle . Da traͤt immer die Kautel ein : minima circumſtantia variat rem . Alles
 84984010:	  ſchließt , gleichwohl fetter maͤſtet , als ehedem den redſeligen Konſul Cicero ſeine weltberuͤhmte Eloquenz . Dennoch hat dieſes reſpektable 	Korpus	 — denn iede Geſellſchaft , die vermoͤge ihrer Zahl und Vielheit eine gewiſſe vim intrinſecam erlangt hat , iſt reſpektabel
 84990661:	  Phantaſie des Einen wuͤrzt es flugs mit einer Doſis Wuͤrgeſalz . Freund Spoͤrtlern wolts nicht ein daß ich ihm ſein 	Korpus	 Delikti ſo wegraͤſonnirte , und weil er nun ganz ſicher vermuthen konnte , daß ich aus dieſen Praͤmiſſen die wichtige
 85234559:	  in der angedeuteten Richtung sehr wohl wirken . Bedenke ich , wie ich als 15—17 jähriger über alles mir zugängliche 	Historische	 hergefallen bin , wie ich dem dankbar gewesen wäre , der mir damals für mich gangbare Wege darin gewiesen hätte
 85334533:	  im Wirthshauſe / da wir eingekehret / abgeholet und empfangen hat . 3. Nach Donawerth / 4. Coburg / 5. 	Bamberg	 / 6. Forchheim / 7. Nuͤrnberg und 8. Augſpurg . Als ich mich nun in die acht Tage in Augſpurg
 87895293:	  iſt . Caſpar Bruſch ſchreibt : Norgau liege zwiſchen der Donau / Elb / und dem Mayn / graͤntze an 	Bamberg	 / Nuͤrmberg / Coburg ; werde jetzo getheilt ins Voigt-Land / Ober-Pfalz / Egerlaͤndlein / das Gebuͤrg / und der
 87901379:	  / da ihm auch der Leuͤtenbach und Ellern zuflieſſen . Bald darauf vermaͤhlet er ſich erſt kaum eine Stunde von 	Bamberg	 mit der edlen Nordgauerin der vortrefflichen Redniz / welche ſchon zuvor durch herrliche Zufluͤße / ſonderlich durch die Pegniz /
 87932555:	  alles iſt dieſe Gegend beruͤhmet wegen des ſchoͤnen und haͤuffigen Flachſes / wovon jaͤhrlich eine groſſe Menge nach Nuͤrmberg / 	Bamberg	 / und andere Orten verfuͤhret wird / alſo daß die Gegend am Gebuͤrg vor andern Laͤndern / das Flachs- und
 87933733:	  muſte bißweilen dieſelbe biß 8. oder 10. Meilen weit vom Fichtelberg entlegen zum Beweiß herhohlen / daher fuͤhret er von 	Bamberg	 den beruͤhmten Hrn . Joachimum Camerarium , einen im Griechiſchen und Lateiniſchen hocherfahrnen Mann an ; ingleichen Hrn . Johann
 87933770:	  ingleichen Hrn . Johann Ruͤhrer / geweſenen Prediger bey Hrn. Marggrafen Georgen von Brandenburg / Glorwuͤrdigſten Andenckens / auch aus 	Bamberg	 gebuͤrtig . Aus der Bambergiſchen Stadt Cronach / 6. Meilen vom Fichtelberg fuͤhret er Meiſter Lucas den Kunſtreichen Mahler und
 87952428:	  Heydniſche Stadt / ob zwar etwan ohne Mauren geweſen ſeyn muͤſſe / die ohne Zweiffel tempore Henrici I. der von 	Bamberg	 aus die Reichs-Marggraffen auf dieſe Fraͤnckiſche Gebuͤrge conſtituirt , vermittelſt ſolcher ſambt dem Abgoͤttiſchen Heydemhum in Grund geſchleifft worden /
 87969626:	  den obgedachten Zwitterſtock auf der Hueb mit ſtattlichen bauen beleget . Es war zu der Zeit Bergmeiſter Hanß Seyda von 	Bamberg	 / und ſtundte das Silber-Bergwerck in guten Wuͤrden / welches folgends wegen der uͤberſchwenglichen Grund-Waſſer hat muͤſſen aufgelaſſen werden .
 88010532:	  Carnero , Schott . Mancherley ſehr gute Ertze . Zu Waldenfelß / Waldenfelß eine Meile von Cronach / im Bißthum 	Bamberg	 / gehe an das Waſſer zu Thal an die lincke Hand / da findeſtu ein kleines Huͤrtlein / ( Heckelein
 88018193:	  Baͤder warme / was ſie find . 249 ihr Urſprung. 247 / 248 Kunſtſtuͤcke hievon . 254 Badhorner-See . 34 	Bamberg	 . 19 Barby. 38 Baͤrenfang . 82 Baſtelberg . 30 Bauern begeben ſich in ein Zwaͤrg- Loch. 93 Baͤume /
 88141303:	  , den ihnen die protestantischen Stände des fränkischen Kraises , und der sehr unkatholische Bischof Franz Ludwig von Wirzburg und 	Bamberg	 entgegen setzte , sich auch öffentlich für die Ausgewanderten erklärt , der mirabeauischen Legion in ihren Staaten Quartiere eingeräumt ,
 88933795:	  : — Wieſe man nun aber Sehuſtern das Maushackiſche Legat zu : ſo koͤnnt' ers pro forma in Jena oder 	Bamberg	 verzehren ; und dabei gemaͤchlich beurtheilen , einige bekraͤnzen , und ganz weg haben , unzaͤhlige kaum von der Seite
 89259382:	  welches recht gut iſt ) auch aus allen Orten ankommen , aus Moͤnchberg , Kotzau , Gattendorf , Sachſen , 	Bamberg	 , Boͤheim und von der Siebenhitz und aus Amerika und aus den Spitzbubeninſeln . Nicht weit vom goldnen Loͤwen (
 90153521:	  , besitzt doch Präfixe , die zwar nicht ausgesprochen , wohl aber geschrieben werden , und bietet daher der vergleichenden 	Linguistik	 noch ein dunkles , ungelöstes Räthsel . Im Himalaya , vorzüglich an den südlichen Abhängen , sitzen eine Anzahl kleiner
 91903072:	  Dieß Anſehen wußte er noch dadurch zu erhoͤhen , daß er die Erklaͤrungen der Geſetze der alten Kayſer in ein 	Korpus	 ſammlen ließ , und ſie ſelbſt mit Lobſpruͤchen begleitete . So viel man aber auch uͤber die fuͤrtrefliche Staatseinrichtung des
 92629123:	  , geht durch das Eichſtaͤdtiſche in die Donau . Ein anderer Fluß in Franken , die Rednitz , an welchem 	Bamberg	 liegt , ergießt ſich in den Main . Durch Vereinigung dieſer beiden Fluͤſſe ließ ſich alſo hoffen , zu jenem
 92643848:	  Johann dem XII. gekroͤnet , Berengar hingegen , nachdem er ſich noch einige Zeit vergeblich gewehret hatte , zuletzt nach 	Bamberg	 verwieſen wurde . Auf einem nochmaligen Roͤmerzuge ließ hernach Otto auch ſchon ſeinen Sohn Otto den II. als Mitkaiſer kroͤnen
 92646967:	  Teutſchen Reiche . — VI. Henrichs des II. neue Vertraͤge mit dem paͤbſtlichen Stuhle . — VII. Errichtung des Biſthums 	Bamberg	 . I . Unter den beiden folgenden Regierungen , da Otto dem Großen Sohn und Enkel gleiches Namens folgten ,
 92647791:	  geweſener Einfluß des paͤbſtlichen Stuhles , da mehr unter deſſelben , als unter des Kaiſers eignem Anſehen das neue Biſthum 	Bamberg	 errichtet wurde ; nicht wie bisher unſere Kaiſer und Koͤnige Biſthuͤmer errichtet hatten , wo erſt neue Laͤnder von ihnen
 92654455:	  reliqu . MStor. tom. 12. p. 471 . Andere vorzuͤgliche Beyſpiele ſind hernach die von Wuͤrzburg 1411 . und von 	Bamberg	 1422 . , jene in Luͤnigs Reichsarchiv ſpicil. eccl. tom. 2. p. 969. , letztere in der Pruͤfung der Schriften
 92712746:	  die ſie betraf , fuͤr erdichtet ausgegeben . Darauf zog Philipp ſich zuruͤck . Doch mußten Mainz , Wuͤrzburg und 	Bamberg	 ihn der Kriegskoſten halber mit 100. tauſend Gulden entſchaͤdigen . Dieſer Vorfall hatte ohne Zweifel ſchon ſeinen Einfluß auf die
 92729270:	  urſpruͤnglich nur geiſtliche und weltliche Fuͤrſten waren , fuͤhrte ein geiſtlicher und ein weltlicher das Kreisausſchreibamt , als in Franken 	Bamberg	 und Anſpach , in Baiern Salzburg und Baiern , in Schwaben Coſtnitz und Wuͤrtenberg , in Oberrhein Worms und Pfalz-Simmern
 92798052:	  ; ſo ſuchte Pfalzneuburg noch nach dem Frieden wenigſtens das Simultaneum im Sulzbachiſchen einzufuͤhren ; Das gab Gelegenheit , daß 	Bamberg	 bey den Friedens-Executionshandlungen ( 1650. Aug. 3. ) ſchon den Namen Simultaneum gebrauchte , und es zu vertheidigen ſuchte .
 92845416:	  der als Reichsſtand doch immer der kaiſerlichen Gerichtbarkeit unterworfen iſt . — Antwort : So iſt auch ein Biſchof von 	Bamberg	 , Wuͤrzburg u. ſ. w. ein Teutſcher Reichsſtand ; und von ſeinen geiſtlichen Gerichten duͤrfen doch die Reichsgerichte keine Nullitaͤtsklagen
 92846138:	  auch die ordentliche Obrigkeit einer evangeliſchen Reichsſtadt , ſofern ſie geiſtliche Sachen verhandelt , ſo wenig als ein Biſchof von 	Bamberg	 und Wuͤrzburg in eben dem Betrachte den Reichsgerichten unterworfen . XXIII . XXIV . Will man auch bey dem Geſichtspuncte
 92888483:	  ſelbſt die Erklaͤrung , wie nicht nur von Churſachſen und den meiſten evangeliſchen Stimmen , ſondern auch von Churbaiern , 	Bamberg	 und Muͤnſter ganz natuͤrlich erinnert wurde . Bis dahin konnte alſo auch mit Abtheilung der Senate und anderen Vorbereitungen zur
 92925897:	  Deſto haͤufiger ſind aber andere Beyſpiele , da es bey einigen beynahe zum Herkommen geworden iſt , daß z. B. 	Bamberg	 und Wuͤrzburg , Coͤlln und Muͤnſter , nun ſchon ſo oft nach einander einerley Herrn gehabt haben , obgleich freylich
 92961969:	  Boͤhmen darff aus einem ſonderlichen Privilegio zum Reichstage nicht kommen / es ſey dann daß ſolcher zu Nuͤrnberg oder zu 	Bamberg	 gehalten werde . Dem Hauſe Oeſterreich wie auch den Staͤnden des Burgundiſchen Kraͤyſes ſtehet es frey zu kommen oder auſſen
 93100954:	  nach Philippi Todt aber ſolte Otto ſelbigen Titel fuͤhren . Kurtz darauff ward Philippus vom Pfaltzgraff Otto von Wittelsbach zu 	Bamberg	 ermordet Anno 1208 . Nach deſſen Todt obgemeldter Otto das Reich angetretten . Da er aber zu Rom ſich kroͤnen
 95314653:	  weiter hatte er um ſich gegriffen . In Franken ſetzten ſich ihm die Bisthuͤmer vergebens entgegen . In Wuͤrzburg und 	Bamberg	 war der bei weitem groͤßte Theil des Adels und der biſchoͤflichen Beamten , die Magiſtrate und Buͤrgerſchaften der Staͤdte wenigſtens
 95314803:	  ihrem Kirchen-Ornate , mit ihren Infuln einhertraten . Jaͤck hat das in dem 2ten und 3ten Theile ſeiner Geſchichte von 	Bamberg	 zu ſeinem beſondern Geſchaͤfte gemacht . Gropp : Dissertatio de statu religionis in Franconia Lutheranismo infecta . Scriptores Wirceb. I
 95345043:	  Wirceb. tom. I . Ein Beiſpiel durch das ſich vor allem der naͤchſte geiſtliche Nachbar von Wuͤrzburg der Biſchof von 	Bamberg	 zur Nachahmung aufgefordert fuͤhlte . Man kennt Goͤsweinſtein uͤber dem Muggendorfer Thal , wohin noch heute auf einſam ſteilen Pfaden
 95345097:	  Es iſt ein altes Heiligthum der Dreifaltigkeit daſelbſt : damals war es unbeſucht , veroͤdet . Als der Biſchof von 	Bamberg	 , Ernſt von Mengersdorf , im Jahr 1587 einmal dahin kam , fiel ihm dieß ſchwer aufs Herz . Von
 95419225:	  : Proteſtanten duldete er nicht an ſeinem Hofe . So großen Namen geſellte ſich Neithard von Thuͤngen , Biſchof von 	Bamberg	 , zu . Als er von ſeiner Hauptſtadt Beſitz nahm , fand er den ganzen Rath bis auf zwei Mitglieder
 95419266:	  proteſtantiſch . Er hatte ſchon in Wuͤrzburg dem Biſchof Julius beigeſtanden : er entſchloß ſich die Maaßregeln deſſelben nunmehr auf 	Bamberg	 anzuwenden . Bereits fuͤr Weihnachten 1595 erließ er ſein Reformationsedict : es lautet auf Abendmahl nach katholiſchem Ritus oder Auswanderung
 95419456:	  hier ein Edict , das nur zwiſchen Meſſe und Auswanderung die Wahl ließ . Wie ſo ganz katholiſch wurden allmaͤhlig 	Bamberg	 und Paderborn . Masenius : Continuatio Broweri p. 474 . Jaͤck : Geſchichte von Bamberg , z. B. III ,
 95419471:	  ſo ganz katholiſch wurden allmaͤhlig Bamberg und Paderborn . Masenius : Continuatio Broweri p. 474 . Jaͤck : Geſchichte von 	Bamberg	 , z. B. III , 212. 199 ; allein im Grunde allenthalben , denn dieſe Geſchichte beſchaͤftigt ſich beſonders mit
 95437124:	  von den politiſchen Ereigniſſen nicht unmittelbar beruͤhrt worden , ſetzte man die alten Beſtrebungen mit verjuͤngtem Eifer fort : in 	Bamberg	 , Fulda , auf dem Eichsfelde : in Paderborn , wo zweimal nach einander katholiſche Biſchoͤfe in Beſitz gelangten :
 95437225:	  Joh. Georg Fuchs von Dornheim , der auch 23 ritterſchaftliche Pfarreien wieder zum Katholicismus brachte . Jaͤck : Geſchichte vom 	Bamberg	 II , 120 . Mit Gewalt , ſehen wir , ergießen ſich die katholiſchen Beſtrebungen von dem obern Deutſchland nach
 95461698:	  , und uͤber die ligiſtiſchen ſo gut wie uͤber die kaiſerlichen Laͤnder ergoſſen ſich die proteſtantiſchen Heerſchaaren : Wuͤrzburg und 	Bamberg	 fielen dem Koͤnig in die Haͤnde : an dem Rhein trafen die Proteſtanten des entfernten Nordens mit den alten Vorfechtern
 95709712:	  Grenze , Tyrol und Graubünden Schwaben und Schweiz gegen einander in den Waffen . Schreiben Maximilians an Biſchof Heinrich von 	Bamberg	 bei Harpprecht II , 399 . Der Koͤnig lud die Verſammlung nach Coͤlln ein , wo aber Viele nicht erſchienen
 95713791:	  Anzahl von Bisthümern nach ſeinem Wunſche beſetzt zu ſehen . Man nennt uns Salzburg Freiſingen Trient Eichſtädt Augsburg Strasburg Coſtnitz 	Bamberg	 ; alle dieſe Biſchöfe hielten ſich nun , ſo weit es ihre Capitel irgend zuließen , an Maximilian und begünſtigten
 95728516:	  den Ausſchuß der niederzuſetzen ſey . Der Kaiſer glaubte man wolle die Sache verzoͤgern , und erinnerte , was heute 	Bamberg	 koͤnne morgen einem andern geſchehen . Scheine ihnen die angeſonnene Huͤlfe zu ſchwer , ſo wolle er Bamberg erſuchen ,
 95728534:	  was heute Bamberg koͤnne morgen einem andern geſchehen . Scheine ihnen die angeſonnene Huͤlfe zu ſchwer , ſo wolle er 	Bamberg	 erſuchen , ſich mit hundert geruͤſteten reiſigen Pferden zu begnuͤgen . Dieſe bewilligten die Staͤnde , jedoch nur unter der
 95728980:	  ſchließt daraus , daß jene Fuͤrſten „ dieſer Fehd heimlich verwandt geweſen . “ Dagegen ruͤhmt er den Biſchof von 	Bamberg	 und Mkg. Friedrich von Brandenburg . — — Anonymi carmen de obsidione et expugnatione arcis Hohenkrayen 1512 . Fugger ;
 95734798:	  , wenn es auch wahr waͤre , was Schroͤckh Kirchengeſch. XXVIII , p. 45 annimmt , daß ſchon Otto von 	Bamberg	 1124 dieſe Lehre den Pommern vorgetragen habe : allein man hat mit Recht bemerkt , daß die Ausarbeitung der Lebensbeſchreibung
 95740141:	  die drei einheimiſchen Biſchöfe , ſondern auch die Erzbiſchöfe von Mainz und von Prag , die Biſchöfe von Würzburg und 	Bamberg	 , Halberſtadt , Havelberg , Brandenburg und Lebus geiſtliche Jurisdiction . Die Verwirrung , die hiedurch an und für ſich
 95747164:	  Domherrn Groß und Wrisberg in Augsburg , Nuenar in Cölln , Adelmann in Eichſtädt , die Dechanten Andreas Fuchs zu 	Bamberg	 , Lorenz Truchſeß zu Mainz , Wolfgang Tanberg zu Paſſau , Jacob de Banniſſis zu Trient ; der einflußreichſte geheime
 95748808:	  wo ſich der Böklerbund huſſitiſcher Meinungen verdächtig macht : in Schwaben und Franken : hält es doch der Rath von 	Bamberg	 einmal für nothwendig allen Männern einen Eid gegen die Huſſiten abzunehmen : bis nach Preußen , wo ſich die Anhänger
 95765991:	  Sebald in Nürnberg , zu St. Alban und St. Victor in Mainz , als Domherrn zugleich in Trient und in 	Bamberg	 . Daher kam es , daß die Intereſſen des Hauſes , aus dem ein geiſtlicher Herr entſprungen war oder dem
 95788715:	  , Spengler und Pirkheimer hatte er ſich nicht geſcheut zu nennen ; die Verwendung ihrer Stadt , des Biſchofs von 	Bamberg	 , ſelbſt der Herzöge von Baiern half ihnen nichts : ſie mußten vor Eck ſich beugen , der ſie das
 95820645:	  aber gar bald war ſie entſchieden . Ohne Frage das einflußreichſte Mitglied deſſelben war Johann von Schwarzenberg , Hofmeiſter von 	Bamberg	 , ſchon ein Mann von höhern Jahren , den Sechzigen nahe , der einſt in ſeiner Jugend mitten in der
 95820731:	  er ſich beſonders eines reinen , der gebildetern Redeart entſprechenden Ausdrucks befleißigte . An der erſten peinlichen Halsgerichtsordnung , zu 	Bamberg	 , in der man ſich vor allem dem geſchriebenen , d. i. dem römiſchen Rechte zu nähern ſuchte , hatte
 95821054:	  Hoffraͤnkiſch Deutſch . “ Nachrichten von ihm bei Strobel Vermiſchte Beitraͤge 1775 nr . 1. Heller : Reformationsgeſch . von 	Bamberg	 p. 45 . Darin gieng man von den Eingeſtändniſſen und Reformverſprechungen des Papſtes aus , die man annahm , aber
 95825500:	  hörte ihm eine Zeitlang unter freiem Himmel zu und bewirkte dann daß ihm die Kirche wieder geöffnet ward . In 	Bamberg	 eiferte der Cuſtos zu St. Gangolph Johann Schwanhäuſer in den Ausdrücken eines Carlſtadt wider die Verehrung der Heiligen . Der
 95848463:	  Gefolge des Erzherzogs war , und der Adminiſtrator von Regensburg waren perſönlich zugegen : durch Abgeordnete erſchienen die Biſchöfe von 	Bamberg	 Augsburg Speier Strasburg Conſtanz Baſel Freiſing Paſſau und Brixen . Nicht allein Baiern und Öſtreich , ſondern auch die oberrheiniſchen
 95848828:	  Conceſſionen des Papſtes begnadigt worden ? Unter ihren Abgeordneten finden wir einige entſchieden Römiſch-geſinnte , z. B. Andreas Hanlin von 	Bamberg	 , der ſelbſt einmal Vicerector in Ingolſtadt geweſen war . Eck und Faber waren anweſend . Genug , die geiſtlichen
 95848882:	  ich finde den fünften , die öſtreichiſchen den vierten Pfennig ihrer Einkünfte der weltlichen Herrſchaft zu zahlen . Heller : 	Bamberg	 Reform. p. 70. Planitz , der damals in Eßlingen geweſen , an den Churfuͤrſten Friedrich , Nuͤrnberg 26ſten Juli :
 95859337:	  den größten Theil des Landes verbreitete : jeder Ort ſtellte eine beſtimmte Anzahl Leute ins Feld . Der Biſchof von 	Bamberg	 , der Abt von Hersfeld , der Coadjutor von Fulda hatten ſich zu geiſtlichen und weltlichen Conceſſionen verſtanden : der
 95865906:	  werden : die alten Kirchengebräuche ſtellte man her . Indeſſen nahm Markgraf Caſimir von Brandenburg das übrige Franken ein : 	Bamberg	 , Schweinfurt , Rothenburg ; nirgends war an eigentlichen Widerſtand zu denken ; dann ſuchte er die Widerſpenſtigen in ſeinen
 95866949:	  ſie keinen Antheil genommen , ſondern das evangeliſche Bekenntniß zum Verbrechen gemacht ward . Neun der reichſten Bürger wurden in 	Bamberg	 hingerichtet : man verſichert , daß Einige von ihnen grade zu den Ruhigſten gehörten , den Anfall des Landvolks auf
 95930174:	  Verſtorbenen abſchaffte , die Tagzeiten nicht mehr betete . Allein es verſteht ſich daß ſchon dieß dem Ordinarius Biſchof von 	Bamberg	 viel zu viel war . Er ſchloß endlich die beiden Pröpſte von der Gemeinſchaft der Kirche aus , erklärte ihre
 95930965:	  Religion wenig zu ſchaffen hatten . In dieſem Augenblick war es z. B. eine der vornehmſten Streitigkeiten zwiſchen Nürnberg und 	Bamberg	 , daß die Stadt während der Bauernunruhen den kleinen Zehent nachgelaſſen hatte , den der Biſchof ſchlechterdings nicht aufgeben wollte
 95949907:	  von Mainz und Brandenburg , die Herzoge von Sachſen und Baiern , die Biſchöfe von Salzburg , Würzburg , und 	Bamberg	 mit dem König Ferdinand verbündet , um zuerſt den Churfürſten von Sachſen , wenn er ſich nach erneuerter Aufforderung weigere
 95951922:	  die Nichtigkeit jenes Entwurfes vollkommen klar geworden , war er ſchon ins Würzburgiſche eingefallen , und bedrohte die Gebiete von 	Bamberg	 auf der einen , von Mainz auf der andern Seite . Von denen , welche durch ihre Drohungen ſeine Rüſtungen
 95995808:	  , Meißner , Hamburger , beſonders Franken und Schwaben ; wir finden Hauptleute von Memmingen , Nürnberg , Anſpach , 	Bamberg	 , einen Wachtmeiſter von Gelnhauſen ; der Schultheiß über den ganzen Haufen war aus dem frundsbergiſchen Mindelheim , der oberſte
 96160345:	  der Churfürſt von Sachſen die mächtigeren geiſtlichen Fürſten , die Biſchöfe von Cölln , Trier , Salzburg , Würzburg , 	Bamberg	 , Augsburg , in eigenen Anſchreiben erſucht , die Dinge zu einem beharrlichen Frieden zu fördern ; ſie hatten ihm
 96255409:	  10 Sept . So recht römiſch kam es dem Kaiſer vor , daß der päpſtliche Geſandte , der ihn in 	Bamberg	 traf , ihn zu überreden ſuchte , ſeine ſiegreichen Waffen nun gegen England zu wenden . Er antwortete , er
 96336207:	  Nachbarn geltend zu machen . Zuerſt griff er , und zwar mit erneuerter Bewilligung des Bundes , den Biſchof von 	Bamberg	 an , und zwang ihn ein volles Drittheil ſeines Stiftes gleich in förmlichem Vertrag abzutreten . Mit Mühe konnte der
 96338784:	  mehr als die Erneuerung des Krieges ; der Biſchof ſelbſt beſorgte die kaiſerliche Ungnade . Dagegen war der Biſchof von 	Bamberg	 , Wigand von Redwitz , der die ihm entriſſenen Ämter indeß wieder eingenommen , nicht herbeizubringen . Die Nachgiebigkeit von
 96338935:	  von dem Kaiſer verſichert worden , gegen eine Geldzahlung aufzugeben . Nur den Vorſchlag ließ er ſich gefallen , daß 	Bamberg	 das Recht der Wiederablöſung haben , aber fürs Erſte die Ämter ihm wieder überliefern ſolle . Da der Biſchof von
 96338956:	  das Recht der Wiederablöſung haben , aber fürs Erſte die Ämter ihm wieder überliefern ſolle . Da der Biſchof von 	Bamberg	 dieſen Vorſchlag , wie ſich denken läßt , zurückwies , ſo konnte auch Würzburg , durch alte Erbverträge beider Stifter
 96339146:	  1553 finden wir ihn bereits mitten in der wildeſten Fehde . Indem er würzburgiſches Volk , das dem Biſchof von 	Bamberg	 zuzog , bei Pommersfelden auseinanderſprengte , ward er Herr im Stifte Bamberg ; am 16ten April fiel die Hauptſtadt ,
 96339158:	  er würzburgiſches Volk , das dem Biſchof von Bamberg zuzog , bei Pommersfelden auseinanderſprengte , ward er Herr im Stifte 	Bamberg	 ; am 16ten April fiel die Hauptſtadt , gleich darauf auch die Altenburg in ſeine Hand ; von dem ganzen
 96339893:	  Hülfe gegen einen Beitrag zu den Kriegskoſten angeboten ; ohne Zweifel war dieß ein Grund , weshalb der Biſchof von 	Bamberg	 ſich jeder Conceſſion ſo entſchieden widerſetzte . Auch Moritz , der den Markgrafen mit einem beißigen Hunde verglich , gegen
 96340013:	  andre Kräfte gegen den Markgrafen zu gewinnen . Der Kaiſer wunderte ſich , daß man die Biſchöfe von Würzburg und 	Bamberg	 , die er einem oberdeutſchen Verein vorzubehalten wünſchte , in dieſen mehr niederdeutſchen Bund aufnehmen wolle , dagegen Johann Frieddrich
 96643222:	  verweiſe die Leſer an Herrn Marcus , Howard und Krünitz . Von den Vortheilen der Krankenhäuſer für den Staat , 	Bamberg	 1790 . Nachrichten von den vorzüglichſten Krankenhäuſern in Europa , Leipzig 1791 . Encyklopädie 47 Th . Zuvörderſt gebe man
