Belegtext	Animacy_finegrained	Lemma	PoS	Ort	Jahr	upperCase	Sprachraum.ost.west	weiblich	Kompositum	Period	Animacy3	Animacy	Freq
Schwester	menschlich	schwester	NN	Lemberg	1630	TRUE	0	j	0	3	animate	3	7
Schwester	menschlich	schwester	NN	Lemberg	1630	TRUE	0	j	0	3	animate	3	7
Schwehern	menschlich	schwiegervater	NN	München	1600	TRUE	1	n	0	1	animate	4	1
Sechßten	abstrakt	sechste	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	1
Seelen	abstrakt	seele	NN	Bamberg	1628	TRUE	1		0	3	abstract	0	6
Seelen	abstrakt	seele	NN	Bamberg	1628	TRUE	1		0	3	abstract	0	6
seelen	abstrakt	seele	NN	Hamm	1592	FALSE	0		0	1	abstract	0	6
seelen	abstrakt	seele	NN	Hamm	1592	FALSE	0		0	1	abstract	0	6
Sele	abstrakt	seele	NN	Jever	1592	TRUE	0		0	1	abstract	0	6
segen	abstrakt	segen	NN	München	1600	FALSE	1		0	1	abstract	0	2
segen	abstrakt	segen	NN	Perleberg	1588	FALSE	1		0	1	abstract	0	2
sieden	konkret	seide	NN	Güstrow	1615	FALSE	1		0	2	concrete	1	3
siede	konkret	seide	NN	Güstrow	1615	FALSE	1		0	2	concrete	1	3
Seiten	konkret	seide	NN	Jever	1592	TRUE	0		0	1	concrete	1	3
seiden kleideren	konkret	seidenkleid	NN	Alme	1630	FALSE	0		1	3	concrete	1	1
seiten	konkret	seite	NN	Alme	1630	FALSE	0		0	3	concrete	1	3
Seithen	konkret Körperteil	seite	NN	Bamberg	1628	TRUE	1		0	3	concrete	1	3
seiten	konkret	seite	NN	München	1600	FALSE	1		0	1	concrete	1	3
selb	menschlich	selb	NN	Alme	1630	FALSE	0		0	3	animate	2	3
selben	menschlich	selb	NN	Gaugrehweiler	1610	FALSE	0		0	2	animate	2	3
selben	tierisch	selb	NN	Güstrow	1615	FALSE	1		0	2	animate	2	3
selbst	menschlich	selbst	NN	Günzburg	1613	FALSE	0		0	2	animate	2	1
Seelig- keit	abstrakt	seligkeit	NN	Bamberg	1628	TRUE	1		0	3	abstract	0	2
selicheit	abstrakt	seligkeit	NN	Jever	1592	FALSE	0		0	1	abstract	0	2
Semmeln	konkret	semmel	NN	Ostrau	1628	TRUE	1		0	3	concrete	1	1
sessell	konkret	sessel	NN	Hamm	1592	FALSE	0		0	1	concrete	1	1
Sibenden	abstrakt	siebente	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	1
Sichbette	konkret	siechbett	NN	Rosenburg	1618	TRUE	1		0	2	concrete	1	1
Siechen	menschlich	sieche	NN	München	1600	TRUE	1		0	1	animate	2	1
Siechtagen	abstrakt	siechtage	NN	München	1600	TRUE	1		0	1	abstract	0	1
silber kleider	konkret	silberkleid	NN	Stralsund	1630	FALSE	1		1	3	concrete	1	1
sipen	konkret	sipen	NN	Alme	1630	FALSE	0		0	3	concrete	1	1
sohn	menschlich	sohn	NN	Alme	1630	FALSE	0	n	0	3	animate	4	37
sohn	menschlich	sohn	NN	Alme	1630	FALSE	0	n	0	3	animate	4	37
Sohn	menschlich	sohn	NN	Bamberg	1628	TRUE	1	n	0	3	animate	4	37
Sohn	menschlich	sohn	NN	Gaugrehweiler	1610	TRUE	0	n	0	2	animate	4	37
sohns	übermenschlich positiv	sohn	NN	Gaugrehweiler	1610	FALSE	0	n	0	2	animate	4	37
Sohnen	menschlich	sohn	NN	Gaugrehweiler	1610	TRUE	0	n	0	2	animate	4	37
sohn	menschlich	sohn	NN	Georgenthal	1597	FALSE	1	n	0	1	animate	4	37
Sohns	übermenschlich positiv	sohn	NN	Güstrow	1615	TRUE	1	n	0	2	animate	4	37
Sone	menschlich	sohn	NN	Jever	1592	TRUE	0	n	0	1	animate	4	37
Shuen	menschlich	sohn	NN	Jever	1592	TRUE	0	n	0	1	animate	4	37
Sone	menschlich	sohn	NN	Jever	1592	TRUE	0	n	0	1	animate	4	37
Sohne	menschlich	sohn	NN	Jever	1592	TRUE	0	n	0	1	animate	4	37
Sön	menschlich	sohn	NN	München	1600	TRUE	1	n	0	1	animate	4	37
Sön	menschlich	sohn	NN	München	1600	TRUE	1	n	0	1	animate	4	37
Sönen	menschlich	sohn	NN	München	1600	TRUE	1	n	0	1	animate	4	37
Sön	menschlich	sohn	NN	München	1600	TRUE	1	n	0	1	animate	4	37
Sön	menschlich	sohn	NN	München	1600	TRUE	1	n	0	1	animate	4	37
Söhn	menschlich	sohn	NN	München	1600	TRUE	1	n	0	1	animate	4	37
Sohn	menschlich	sohn	NN	München	1600	TRUE	1	n	0	1	animate	4	37
Söhn	menschlich	sohn	NN	München	1600	TRUE	1	n	0	1	animate	4	37
Söhn	menschlich	sohn	NN	München	1600	TRUE	1	n	0	1	animate	4	37
Sohn	menschlich	sohn	NN	München	1600	TRUE	1	n	0	1	animate	4	37
Söhnen	menschlich	sohn	NN	München	1600	TRUE	1	n	0	1	animate	4	37
Söhn	menschlich	sohn	NN	München	1600	TRUE	1	n	0	1	animate	4	37
Söhn	menschlich	sohn	NN	München	1600	TRUE	1	n	0	1	animate	4	37
Sohn	menschlich	sohn	NN	München	1600	TRUE	1	n	0	1	animate	4	37
Söhn	menschlich	sohn	NN	München	1600	TRUE	1	n	0	1	animate	4	37
Sohns	menschlich	sohn	NN	Ostrau	1628	TRUE	1	n	0	3	animate	4	37
son	übermenschlich positiv	sohn	NN	Perleberg	1588	FALSE	1	n	0	1	animate	4	37
sons	übermenschlich positiv	sohn	NN	Perleberg	1588	FALSE	1	n	0	1	animate	4	37
Sohn	menschlich	sohn	NN	Rosenburg	1618	TRUE	1	n	0	2	animate	4	37
Sohn	menschlich	sohn	NN	Rosenburg	1618	TRUE	1	n	0	2	animate	4	37
Sohn	menschlich	sohn	NN	Rosenburg	1618	TRUE	1	n	0	2	animate	4	37
sohn	menschlich	sohn	NN	Schweinfurt	1616	FALSE	1	n	0	2	animate	4	37
sohn	menschlich	sohn	NN	Schweinfurt	1616	FALSE	1	n	0	2	animate	4	37
sohns	menschlich	sohn	NN	Schweinfurt	1616	FALSE	1	n	0	2	animate	4	37
Sohnß	übermenschlich positiv	sohn	NN	Stralsund	1630	TRUE	1	n	0	3	animate	4	37
söngen	menschlich	söhnchen	NN	Hamm	1592	FALSE	0	n	0	1	animate	4	2
Söngen	menschlich	söhnchen	NN	Hamm	1592	TRUE	0	n	0	1	animate	4	2
Söhn-  lein	menschlich	söhnlein	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	4
Söhnlein	menschlich	söhnlein	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	4
Söhnlein	menschlich	söhnlein	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	4
Söhnleins	menschlich	söhnlein	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	4
Soldaten	menschlich	soldat	NN	Stralsund	1630	TRUE	1	n	0	3	animate	4	4
Soldaten	menschlich	soldat	NB	Stralsund	1630	TRUE	1	n	0	3	animate	4	4
Soldaten	menschlich	soldat	NB	Stralsund	1630	TRUE	1	n	0	3	animate	4	4
Soldat	menschlich	soldat	NB	Stralsund	1630	TRUE	1	n	0	3	animate	4	4
Sommerß	abstrakt	sommer	NN	Jever	1592	TRUE	0		0	1	abstract	0	2
Sommer	abstrakt	sommer	NN	München	1600	TRUE	1		0	1	abstract	0	2
sonderlich	menschlich	sonderlich	NN	Perleberg	1588	FALSE	1		0	1	animate	2	1
Sonabent	abstrakt	sonnabend	NN	Rosenburg	1618	TRUE	1		0	2	abstract	0	1
Sontagh	abstrakt	sonntag	NN	Hamm	1592	TRUE	0		0	1	abstract	0	1
spalt	konkret	spalt	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	1
Spengler Arbait	abstrakt	spenglerarbeit	NN	München	1600	TRUE	1		1	1	abstract	0	1
spill	abstrakt	spiel	NN	Hamm	1592	FALSE	0		0	1	abstract	0	2
spill	abstrakt	spiel	NN	Hamm	1592	FALSE	0		0	1	abstract	0	2
Spielman	menschlich	spielmann	NN	Alme	1630	TRUE	0	n	1	3	animate	4	2
Spielman	menschlich	spielmann	NB	Alme	1630	TRUE	0	n	1	3	animate	4	2
Spilltisch	konkret	spieltisch	NN	München	1600	TRUE	1		1	1	concrete	1	2
Spiltisch	konkret	spieltisch	NN	München	1600	TRUE	1		1	1	concrete	1	2
Spital	konkret	spital	NN	München	1600	TRUE	1		0	1	concrete	1	2
Spitl	konkret	spital	NN	München	1600	TRUE	1		0	1	concrete	1	2
Springer	menschlich	springer	NB	Georgenthal	1597	TRUE	1	n	0	1	animate	4	1
spöer	abstrakt	spur	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	1
stab	konkret	stab	NN	Hamm	1592	FALSE	0		0	1	concrete	1	1
Stadl	konkret	stadel	NN	München	1600	TRUE	1		0	1	concrete	1	4
Stadl	konkret	stadel	NN	München	1600	TRUE	1		0	1	concrete	1	4
Stadl	konkret	stadel	NN	München	1600	TRUE	1		0	1	concrete	1	4
Stadl	konkret	stadel	NN	München	1600	TRUE	1		0	1	concrete	1	4
Stadlpaurn	menschlich	stadelbauer	NB	München	1600	TRUE	1	n	1	1	animate	4	1
Statt	konkret	stadt	NN	Baden-Baden	1628	TRUE	0		0	3	concrete	1	2
Statt	konkret	stadt	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	2
Stadtrichter	menschlich	stadtrichter	NB	Ostrau	1628	TRUE	1	n	1	3	animate	4	1
ställ	konkret	stall	NN	Günzburg	1613	FALSE	0		0	2	concrete	1	8
ställ	konkret	stall	NN	Günzburg	1613	FALSE	0		0	2	concrete	1	8
Stalle	konkret	stall	NN	Jever	1592	TRUE	0		0	1	concrete	1	8
stall	konkret	stall	NN	Lemberg	1630	FALSE	0		0	3	concrete	1	8
stall	konkret	stall	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	8
Stall	konkret	stall	NN	Schweinfurt	1616	TRUE	1		0	2	concrete	1	8
Stalls	konkret	stall	NN	Schweinfurt	1616	TRUE	1		0	2	concrete	1	8
Stall	konkret	stall	NN	Schweinfurt	1616	TRUE	1		0	2	concrete	1	8
stallung	konkret	stallung	NN	Baden-Baden	1628	FALSE	0		0	3	concrete	1	2
stallung	konkret	stallung	NN	Günzburg	1613	FALSE	0		0	2	concrete	1	2
stangen	konkret	stange	NN	Lemberg	1630	FALSE	0		0	3	concrete	1	1
statt	abstrakt	statt	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	1
stette	konkret Ort	stätte	NN	Perleberg	1588	FALSE	1		0	1	concrete	1	1
steckhen	konkret	stecken	NN	Baden-Baden	1628	FALSE	0		0	3	concrete	1	7
stecken	konkret	stecken	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	7
steckhen	konkret	stecken	NN	Riedlingen	1596	FALSE	0		0	1	concrete	1	7
steckhen	konkret	stecken	NN	Riedlingen	1596	FALSE	0		0	1	concrete	1	7
steckhen	konkret	stecken	NN	Riedlingen	1596	FALSE	0		0	1	concrete	1	7
steckhen	konkret	stecken	NN	Riedlingen	1596	FALSE	0		0	1	concrete	1	7
steckhen	konkret	stecken	NN	Riedlingen	1596	FALSE	0		0	1	concrete	1	7
Stein	konkret	stein	NN	Bamberg	1628	TRUE	1		0	3	concrete	1	4
steine	konkret	stein	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	4
steine	konkret	stein	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	4
steinen	konkret	stein	NN	Perleberg	1588	FALSE	1		0	1	concrete	1	4
Sterben	abstrakt	sterben	NN	Ostrau	1628	TRUE	1		0	3	abstract	0	1
stert	konkret Körperteil	stert	NN	Alme	1630	FALSE	0		0	3	concrete	1	1
sterdt	konkret Körperteil	sterz	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	1
steuweren	abstrakt	steuer	NN	Hamm	1592	FALSE	0		0	1	abstract	0	1
Stieff-	menschlich	stiefkind	NN	Baden-Baden	1628	TRUE	0		1	3	animate	2	3
khindt	menschlich	stiefkind	NN	Baden-Baden	1628	FALSE	0		1	3	animate	2	3
Stieffkhindt	menschlich	stiefkind	NN	Baden-Baden	1628	TRUE	0		1	3	animate	2	3
Stiffsohn	menschlich	stiefsohn	NN	Baden-Baden	1628	TRUE	0	n	1	3	animate	4	3
stieffsohn	menschlich	stiefsohn	NN	Gaugrehweiler	1610	FALSE	0	n	1	2	animate	4	3
stieffsohn	menschlich	stiefsohn	NN	Gaugrehweiler	1610	FALSE	0	n	1	2	animate	4	3
stock	konkret	stock	NN	Jever	1592	FALSE	0		0	1	concrete	1	1
straf	abstrakt	strafe	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	1
Strassen	konkret	strasse	NN	Hamm	1592	TRUE	0		0	1	concrete	1	1
Streu	konkret	streu	NN	München	1600	TRUE	1		0	1	concrete	1	2
Streu	konkret	streu	NN	München	1600	TRUE	1		0	1	concrete	1	2
strick	konkret	strick	NN	Hamm	1592	FALSE	0		0	1	concrete	1	1
stricken	konkret	stricken	NN	Hamm	1592	FALSE	0		0	1	concrete	1	1
strho	konkret	stroh	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	1
Sthrohälmer	konkret	strohhalm	NN	Ostrau	1628	TRUE	1		1	3	concrete	1	2
Strohalm	konkret	strohhalm	NN	Ostrau	1628	TRUE	1		1	3	concrete	1	2
stuben	konkret	stube	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	3
stuben	konkret	stube	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	3
Stuben	konkret	stube	NN	Lemberg	1630	TRUE	0		0	3	concrete	1	3
stüblin	konkret	stüblein	NN	Günzburg	1613	FALSE	0		0	2	concrete	1	1
stuckh	abstrakt Maß	stück	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	8
stück	konkret	stück	NN	Gaugrehweiler	1610	FALSE	0		0	2	concrete	1	8
stücke	konkret	stück	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	8
stuck	abstrakt	stück	NN	Hamm	1592	FALSE	0		0	1	abstract	0	8
stucke	konkret	stück	NN	Jever	1592	FALSE	0		0	1	concrete	1	8
stucke	konkret	stück	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	8
stuckh	abstrakt Maß	stück	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	8
stuckh	abstrakt Maß	stück	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	8
stuel	konkret	stuhl	NN	Alme	1630	FALSE	0		0	3	concrete	1	3
Stuell	konkret	stuhl	NN	Lemberg	1630	TRUE	0		0	3	concrete	1	3
Stuell	konkret	stuhl	NN	Lemberg	1630	TRUE	0		0	3	concrete	1	3
stundt	abstrakt Maß	stunde	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	3
stundt	abstrakt Maß	stunde	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	3
Stunden	abstrakt	stunde	NN	Stralsund	1630	TRUE	1		0	3	abstract	0	3
Stürtz- lein	konkret	stürzlein	NN	Schweinfurt	1616	TRUE	1		0	2	concrete	1	1
stotzen	konkret	stutzen	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	1
Suder seiten	abstrakt	südseite	NN	Jever	1592	TRUE	0		0	1	abstract	0	1
tafel	konkret	tafeln	NN	Bamberg	1628	FALSE	1		0	3	concrete	1	1
tage	abstrakt Maß	tag	NN	Alme	1630	FALSE	0		0	3	abstract	0	33
tagen	abstrakt Maß	tag	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	33
tag	abstrakt	tag	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	33
tag	abstrakt	tag	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	33
tagen	abstrakt Maß	tag	NN	Bamberg	1628	FALSE	1		0	3	abstract	0	33
tag	abstrakt	tag	NN	Bamberg	1628	FALSE	1		0	3	abstract	0	33
tag	abstrakt Maß	tag	NN	Bamberg	1628	FALSE	1		0	3	abstract	0	33
tag	abstrakt	tag	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	33
tage	abstrakt Maß	tag	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	33
tage	abstrakt	tag	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	33
tagh	abstrakt	tag	NN	Hamm	1592	FALSE	0		0	1	abstract	0	33
tagh	abstrakt Maß	tag	NN	Hamm	1592	FALSE	0		0	1	abstract	0	33
tagh	abstrakt	tag	NN	Hamm	1592	FALSE	0		0	1	abstract	0	33
dage	abstrakt	tag	NN	Jever	1592	FALSE	0		0	1	abstract	0	33
dage	abstrakt Maß	tag	NN	Jever	1592	FALSE	0		0	1	abstract	0	33
tag	abstrakt Maß	tag	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	33
tag	abstrakt	tag	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	33
tag	abstrakt Maß	tag	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	33
dage	abstrakt Maß	tag	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	33
tag	abstrakt	tag	NN	München	1600	FALSE	1		0	1	abstract	0	33
Tag	abstrakt Maß	tag	NN	München	1600	TRUE	1		0	1	abstract	0	33
Tagen	abstrakt Maß	tag	NN	Ostrau	1628	TRUE	1		0	3	abstract	0	33
Tage	abstrakt Maß	tag	NN	Ostrau	1628	TRUE	1		0	3	abstract	0	33
tagen	abstrakt Maß	tag	NN	Perleberg	1588	FALSE	1		0	1	abstract	0	33
tag	abstrakt Maß	tag	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	33
Tage	abstrakt Maß	tag	NN	Rosenburg	1618	TRUE	1		0	2	abstract	0	33
Tagen	abstrakt Maß	tag	NN	Rosenburg	1618	TRUE	1		0	2	abstract	0	33
tage	abstrakt	tag	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	33
tags	abstrakt	tag	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	33
tags	abstrakt	tag	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	33
tag	abstrakt Maß	tag	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	33
tage	abstrakt Maß	tag	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	33
tage	abstrakt Maß	tag	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	33
tage	abstrakt	tagen	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	4
tage	abstrakt	tagen	NN	Hamm	1592	FALSE	0		0	1	abstract	0	4
tagen	abstrakt Maß	tagen	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	4
tag	abstrakt	tagen	NN	Ostrau	1628	FALSE	1		0	3	abstract	0	4
tantz	abstrakt	tanz	NN	Alme	1630	FALSE	0		0	3	abstract	0	25
dantz	abstrakt	tanz	NN	Alme	1630	FALSE	0		0	3	abstract	0	25
dantz	konkret	tanz	NN	Alme	1630	FALSE	0		0	3	concrete	1	25
dantz	abstrakt	tanz	NN	Alme	1630	FALSE	0		0	3	abstract	0	25
dantz	abstrakt	tanz	NN	Alme	1630	FALSE	0		0	3	abstract	0	25
Däntzen	abstrakt	tanz	NN	Baden-Baden	1628	TRUE	0		0	3	abstract	0	25
Dantz	abstrakt	tanz	NN	Baden-Baden	1628	TRUE	0		0	3	abstract	0	25
tantz	abstrakt	tanz	NN	Bamberg	1628	FALSE	1		0	3	abstract	0	25
tantz	abstrakt	tanz	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	25
Tantz	abstrakt	tanz	NN	Georgenthal	1597	TRUE	1		0	1	abstract	0	25
tantz	abstrakt	tanz	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	25
Tantze	abstrakt	tanz	NN	Georgenthal	1597	TRUE	1		0	1	abstract	0	25
Tantz	abstrakt	tanz	NN	Georgenthal	1597	TRUE	1		0	1	abstract	0	25
Tanz	abstrakt	tanz	NN	Günzburg	1613	TRUE	0		0	2	abstract	0	25
Tanz	abstrakt	tanz	NN	Günzburg	1613	TRUE	0		0	2	abstract	0	25
Tänz	abstrakt	tanz	NN	Günzburg	1613	TRUE	0		0	2	abstract	0	25
dantz	abstrakt	tanz	NN	Jever	1592	FALSE	0		0	1	abstract	0	25
dantz	abstrakt	tanz	NN	Jever	1592	FALSE	0		0	1	abstract	0	25
Dantze	abstrakt	tanz	NN	Jever	1592	TRUE	0		0	1	abstract	0	25
dantze	abstrakt	tanz	NN	Jever	1592	FALSE	0		0	1	abstract	0	25
dantze	abstrakt	tanz	NN	Jever	1592	FALSE	0		0	1	abstract	0	25
dantze	abstrakt	tanz	NN	Jever	1592	FALSE	0		0	1	abstract	0	25
dantz	abstrakt	tanzen	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	2
dantzplatzen	konkret	tanzplatz	NN	Hamm	1592	FALSE	0		1	1	concrete	1	7
dantz platzen	konkret	tanzplatz	NN	Hamm	1592	FALSE	0		1	1	concrete	1	7
Dantz platzen	konkret	tanzplatz	NN	Hamm	1592	TRUE	0		1	1	concrete	1	7
dantzplatz	konkret	tanzplatz	NN	Hamm	1592	FALSE	0		1	1	concrete	1	7
dantz platzen	konkret	tanzplatz	NN	Hamm	1592	FALSE	0		1	1	concrete	1	7
Dandtz platzen	konkret	tanzplatz	NN	Hamm	1592	TRUE	0		1	1	concrete	1	7
thadt	abstrakt	tat	NN	Alme	1630	FALSE	0		0	3	abstract	0	2
thatt	abstrakt	tat	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	2
dhau	konkret	tau	NN	Gaugrehweiler	1610	FALSE	0		0	2	concrete	1	1
thauf	abstrakt	tauf	NN	Bamberg	1628	FALSE	1		0	3	abstract	0	1
tauff	abstrakt	taufe	NN	München	1600	FALSE	1		0	1	abstract	0	3
Tauff	abstrakt	taufe	NN	München	1600	TRUE	1		0	1	abstract	0	3
Tauffe	abstrakt	taufe	NN	Ostrau	1628	TRUE	1		0	3	abstract	0	3
Tauff	abstrakt	taufname	NN	Ostrau	1628	TRUE	1		1	3	abstract	0	1
theil	abstrakt	teil	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	6
deils	abstrakt	teil	NN	Jever	1592	FALSE	0		0	1	abstract	0	6
deele	abstrakt	teil	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	6
thailß	abstrakt Maß	teil	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	6
Theil	abstrakt	teil	NN	Rosenburg	1618	TRUE	1		0	2	abstract	0	6
theil	abstrakt	teil	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	6
teuffelß	übermenschlich Teufel	teufel	NN	Alme	1630	FALSE	0	n	0	3	animate	4	53
teufel	übermenschlich Teufel	teufel	NN	Alme	1630	FALSE	0	n	0	3	animate	4	53
teuffelß	übermenschlich Teufel	teufel	NN	Alme	1630	FALSE	0	n	0	3	animate	4	53
teüffelß	übermenschlich Teufel	teufel	NN	Alme	1630	FALSE	0	n	0	3	animate	4	53
Teuffel	übermenschlich Teufel	teufel	NN	Alme	1630	TRUE	0	n	0	3	animate	4	53
teuffel	übermenschlich Teufel	teufel	NN	Alme	1630	FALSE	0	n	0	3	animate	4	53
Teuffelß	übermenschlich Teufel	teufel	NN	Alme	1630	TRUE	0	n	0	3	animate	4	53
teuffel	übermenschlich Teufel	teufel	NN	Alme	1630	FALSE	0	n	0	3	animate	4	53
Teufel	übermenschlich Teufel	teufel	NN	Alme	1630	TRUE	0	n	0	3	animate	4	53
teuffelß	übermenschlich Teufel	teufel	NN	Alme	1630	FALSE	0	n	0	3	animate	4	53
teufeel	übermenschlich Teufel	teufel	NN	Alme	1630	FALSE	0	n	0	3	animate	4	53
teuffelß	übermenschlich Teufel	teufel	NN	Alme	1630	FALSE	0	n	0	3	animate	4	53
Teiffels	übermenschlich Teufel	teufel	NN	Baden-Baden	1628	TRUE	0	n	0	3	animate	4	53
Teüfels	übermenschlich Teufel	teufel	NN	Baden-Baden	1628	TRUE	0	n	0	3	animate	4	53
teüfel	übermenschlich Teufel	teufel	NN	Bamberg	1628	FALSE	1	n	0	3	animate	4	53
teüfels	übermenschlich Teufel	teufel	NN	Bamberg	1628	FALSE	1	n	0	3	animate	4	53
Teufel	übermenschlich Teufel	teufel	NN	Günzburg	1613	TRUE	0	n	0	2	animate	4	53
teuffels	übermenschlich Teufel	teufel	NN	Hamm	1592	FALSE	0	n	0	1	animate	4	53
Teuffell	übermenschlich Teufel	teufel	NN	Jever	1592	TRUE	0	n	0	1	animate	4	53
Teuffell	übermenschlich Teufel	teufel	NN	Jever	1592	TRUE	0	n	0	1	animate	4	53
Teuffel	übermenschlich Teufel	teufel	NN	Jever	1592	TRUE	0	n	0	1	animate	4	53
Teuffel	übermenschlich Teufel	teufel	NN	Jever	1592	TRUE	0	n	0	1	animate	4	53
Teuffels	übermenschlich Teufel	teufel	NN	Lemberg	1630	TRUE	0	n	0	3	animate	4	53
duuell	übermenschlich Teufel	teufel	NN	Meldorf	1618	FALSE	0	n	0	2	animate	4	53
duuell	übermenschlich Teufel	teufel	NN	Meldorf	1618	FALSE	0	n	0	2	animate	4	53
duuell	übermenschlich Teufel	teufel	NN	Meldorf	1618	FALSE	0	n	0	2	animate	4	53
duuell	übermenschlich Teufel	teufel	NN	Meldorf	1618	FALSE	0	n	0	2	animate	4	53
duuell	übermenschlich Teufel	teufel	NN	Meldorf	1618	FALSE	0	n	0	2	animate	4	53
duuell	übermenschlich Teufel	teufel	NN	Meldorf	1618	FALSE	0	n	0	2	animate	4	53
Teuffel	übermenschlich Teufel	teufel	NN	Ostrau	1628	TRUE	1	n	0	3	animate	4	53
Teuffels	übermenschlich Teufel	teufel	NN	Ostrau	1628	TRUE	1	n	0	3	animate	4	53
Teuffels	übermenschlich Teufel	teufel	NN	Ostrau	1628	TRUE	1	n	0	3	animate	4	53
Teuffel	übermenschlich Teufel	teufel	NN	Ostrau	1628	TRUE	1	n	0	3	animate	4	53
Teuffel	übermenschlich Teufel	teufel	NN	Ostrau	1628	TRUE	1	n	0	3	animate	4	53
Teuffels	übermenschlich Teufel	teufel	NN	Ostrau	1628	TRUE	1	n	0	3	animate	4	53
Teuffel	übermenschlich Teufel	teufel	NN	Ostrau	1628	TRUE	1	n	0	3	animate	4	53
Teuffels	übermenschlich Teufel	teufel	NN	Ostrau	1628	TRUE	1	n	0	3	animate	4	53
Teuffel	übermenschlich Teufel	teufel	NN	Ostrau	1628	TRUE	1	n	0	3	animate	4	53
teufel	übermenschlich Teufel	teufel	NN	Perleberg	1588	FALSE	1	n	0	1	animate	4	53
teuffel	übermenschlich Teufel	teufel	NN	Perleberg	1588	FALSE	1	n	0	1	animate	4	53
teuffel	übermenschlich Teufel	teufel	NN	Perleberg	1588	FALSE	1	n	0	1	animate	4	53
teuffel	übermenschlich Teufel	teufel	NN	Perleberg	1588	FALSE	1	n	0	1	animate	4	53
teuffels	übermenschlich Teufel	teufel	NN	Perleberg	1588	FALSE	1	n	0	1	animate	4	53
teufel	übermenschlich Teufel	teufel	NN	Perleberg	1588	FALSE	1	n	0	1	animate	4	53
teuffel	übermenschlich Teufel	teufel	NN	Perleberg	1588	FALSE	1	n	0	1	animate	4	53
Teüffels	übermenschlich Teufel	teufel	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	53
Teüffel	übermenschlich Teufel	teufel	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	53
Teüffel	übermenschlich Teufel	teufel	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	53
Teüffel	übermenschlich Teufel	teufel	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	53
Teüffels	übermenschlich Teufel	teufel	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	53
